row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	sample	sample_id
995	d8dc5cd8-1daa-46a1-9532-5c7935e9956e	chr16	46382552	46401626	44699	0	32768	32768	False	60	merged_e5b	0
996	d8dc5cd8-1daa-46a1-9532-5c7935e9956e	chr16	46382552	46401626	44699	11931	44699	32768	False	60	merged_e5b	0
997	d8dc5cd8-1daa-46a1-9532-5c7935e9956e	chr16	46382552	46401626	44699	16384	44699	28315	False	60	merged_e5b	0
998	d8dc5cd8-1daa-46a1-9532-5c7935e9956e	chr16	46382552	46401626	44699	32768	44699	11931	False	60	merged_e5b	0
999	bc5705de-a9c1-4015-8a25-e2c338712201	chr16	46382552	46391654	9821	0	9821	9821	False	21	merged_e5b	0
1000	73b8ba84-3623-49b8-943c-c5a9bf57455c	chr16	36311158	36318444	7608	0	7608	7608	False	60	merged_c1	1
1001	4154bf13-ece6-486d-916b-e39eab97682a	chr16	36311158	36324766	13726	0	13726	13726	False	44	merged_c1	1
1002	cb82980d-5812-42bd-9456-a04217281f77	chr16	36311158	36321887	10286	0	10286	10286	False	35	merged_c1	1
1003	79b81787-c66c-4f0a-a4d7-f1d3dc44e306	chr16	36311158	36332738	35763	0	32768	32768	False	53	merged_c1	1
1004	79b81787-c66c-4f0a-a4d7-f1d3dc44e306	chr16	36311158	36332738	35763	2995	35763	32768	False	53	merged_c1	1
1005	79b81787-c66c-4f0a-a4d7-f1d3dc44e306	chr16	36311158	36332738	35763	16384	35763	19379	False	53	merged_c1	1
1006	79b81787-c66c-4f0a-a4d7-f1d3dc44e306	chr16	36311158	36332738	35763	32768	35763	2995	False	53	merged_c1	1
1007	2174c617-f2b1-427a-b7fe-18ba77cde349	chr16	36311158	36318380	6341	0	6341	6341	False	60	merged_c1	1
1008	1154fbf1-545f-4c48-bd42-90a91edde194	chr16	36311158	36318445	7585	0	7585	7585	True	60	merged_c1	1
1009	40aacb1f-e182-4a77-8745-98ac77f886e4	chr16	36311158	36322095	10256	0	10256	10256	True	60	merged_c1	1
1010	a71bf757-7e93-41c2-b78f-a223133e4914	chr16	36311158	36325833	24469	0	24469	24469	True	46	merged_c1	1
1011	a909cafd-187a-4517-977e-a1f0c8a45b10	chr16	36311158	36317561	4694	0	4694	4694	True	56	merged_c1	1
1012	ba81786d-2ea4-412d-b3c5-1cff1fa37553	chr16	36311158	36317729	5511	0	5511	5511	True	58	merged_c1	1
1013	43e37ea9-ce68-4c88-9bca-6da575f5bdaa	chr16	36311158	36333095	17920	0	17920	17920	True	60	merged_c1	1
1014	8c947e7d-9e8b-40f1-968c-b7c385ac275e	chr16	36311158	36324624	13685	0	13685	13685	True	60	merged_c1	1
1015	2a3e4af3-471c-46b6-859d-1c91523a9bc5	chr16	36311158	36320214	7566	0	7566	7566	True	38	merged_c1	1
1016	0ca33c0c-fb2b-4ff7-83b0-e5e9de359e0b	chr16	36311158	36337497	35357	0	32768	32768	True	47	merged_c1	1
1017	0ca33c0c-fb2b-4ff7-83b0-e5e9de359e0b	chr16	36311158	36337497	35357	2589	35357	32768	True	47	merged_c1	1
1018	0ca33c0c-fb2b-4ff7-83b0-e5e9de359e0b	chr16	36311158	36337497	35357	16384	35357	18973	True	47	merged_c1	1
1019	0ca33c0c-fb2b-4ff7-83b0-e5e9de359e0b	chr16	36311158	36337497	35357	32768	35357	2589	True	47	merged_c1	1
1020	10eb6fca-752e-4832-9ec3-3469ac8d0ee4	chr16	36311158	36318823	6708	0	6708	6708	True	60	merged_c1	1
1021	793e63b1-af64-46ee-92c8-46e3c7fc918b	chr16	36311160	36319020	6068	0	6068	6068	False	60	merged_c1	1
1022	873b04ea-2de0-4edc-a906-0ab067e73bc6	chr16	36311167	36331899	13611	0	13611	13611	True	45	merged_c1	1
1023	4725ff65-048b-4ce8-a1d9-4008e3214fc7	chr16	36311178	36326150	41340	0	32768	32768	True	28	merged_c1	1
1024	4725ff65-048b-4ce8-a1d9-4008e3214fc7	chr16	36311178	36326150	41340	8572	41340	32768	True	28	merged_c1	1
1025	4725ff65-048b-4ce8-a1d9-4008e3214fc7	chr16	36311178	36326150	41340	16384	41340	24956	True	28	merged_c1	1
1026	4725ff65-048b-4ce8-a1d9-4008e3214fc7	chr16	36311178	36326150	41340	32768	41340	8572	True	28	merged_c1	1
1027	b1283ac8-43f8-4806-8605-fa1c79b59332	chr16	36311183	36328556	19166	0	19166	19166	False	60	merged_c1	1
1028	a6050647-3edb-4117-b1cb-bacf1bd45dc4	chr16	36311183	36334460	35084	0	32768	32768	False	60	merged_c1	1
1029	a6050647-3edb-4117-b1cb-bacf1bd45dc4	chr16	36311183	36334460	35084	2316	35084	32768	False	60	merged_c1	1
1030	a6050647-3edb-4117-b1cb-bacf1bd45dc4	chr16	36311183	36334460	35084	16384	35084	18700	False	60	merged_c1	1
1031	a6050647-3edb-4117-b1cb-bacf1bd45dc4	chr16	36311183	36334460	35084	32768	35084	2316	False	60	merged_c1	1
1032	13262d6d-0291-4b75-919f-17a619011ebc	chr16	36311183	36329568	25920	0	25920	25920	True	45	merged_c1	1
1033	e5df2c4d-04d2-495d-8271-67face76cab6	chr16	36311183	36337120	31160	0	31160	31160	True	59	merged_c1	1
1034	7564453a-5d83-477e-be45-2761b17fc11c	chr16	36311201	36332738	40722	0	32768	32768	False	23	merged_c1	1
1035	7564453a-5d83-477e-be45-2761b17fc11c	chr16	36311201	36332738	40722	7954	40722	32768	False	23	merged_c1	1
1036	7564453a-5d83-477e-be45-2761b17fc11c	chr16	36311201	36332738	40722	16384	40722	24338	False	23	merged_c1	1
1037	7564453a-5d83-477e-be45-2761b17fc11c	chr16	36311201	36332738	40722	32768	40722	7954	False	23	merged_c1	1
1038	b7dd7206-7313-412b-9350-142cf1f7a64b	chr16	36311242	36331891	26484	0	26484	26484	True	60	merged_c1	1
1039	409ed0d9-4b22-4205-a59b-f9628c8bd3fe	chr16	36311252	36313449	2122	0	2122	2122	True	60	merged_c1	1
1040	13d4700d-f771-4a6c-8909-cb77b06bc2a1	chr16	36311260	36324613	21298	0	21298	21298	True	30	merged_c1	1
1041	6c2d86d4-241c-4a51-94f3-2cf019a5a1d4	chr16	36311263	36321802	9272	0	9272	9272	False	31	merged_c1	1
1042	e8f36535-0406-4126-81ea-c207c9c04c2f	chr16	36311290	36318529	5081	0	5081	5081	True	57	merged_c1	1
1043	463aa2be-8dae-41d4-9deb-0e6d809f56af	chr16	36311423	36325080	8729	0	8729	8729	False	53	merged_c1	1
1044	db31190a-5000-4475-9dd9-0ee1591035ce	chr16	36311423	36325082	8754	0	8754	8754	True	60	merged_c1	1
1045	34351749-c78d-4987-a0dd-be0090d74f43	chr16	36311462	36313884	2520	0	2520	2520	False	60	merged_c1	1
1046	3594df90-b1ae-478d-9f33-73b3fb338c9b	chr16	36311704	36333827	13121	0	13121	13121	True	60	merged_c1	1
1047	a0acca42-63ce-4e4c-96b5-f0bfd539ca3e	chr16	36311862	36317989	4651	0	4651	4651	False	56	merged_c1	1
1048	fa2c9072-93d9-4ef6-90ac-fa07c54167c5	chr16	36311876	36325069	31114	0	31114	31114	False	56	merged_c1	1
1049	fdd35c8e-314e-4776-a62f-24b1772dba17	chr16	36311921	36318360	4612	0	4612	4612	False	59	merged_c1	1
1050	5805e77b-9a92-445b-ba39-3ab6820437fe	chr16	36312070	36324337	11106	0	11106	11106	False	60	merged_c1	1
1051	dd5c09c6-607e-4659-9a2a-d76cc7321b91	chr16	36312137	36327773	22071	0	22071	22071	False	38	merged_c1	1
1052	8077dacd-2d08-4cb7-a748-b9347e4a953e	chr16	36314440	36328063	14580	0	14580	14580	True	30	merged_c1	1
1053	31e2414b-b385-4d88-8415-0aff430b15a1	chr16	36314785	36318343	3255	0	3255	3255	True	20	merged_c1	1
1054	bf7ad708-d92e-436d-a61b-0a7a2ec6e892	chr16	36315143	36332490	13983	0	13983	13983	True	60	merged_c1	1
1055	b1f685bc-dbc3-4e34-aad8-dd888c34d1b3	chr16	36315169	36326196	11850	0	11850	11850	False	26	merged_c1	1
1056	0e57d241-b4aa-46dc-a4ca-780353f25d95	chr16	36315178	36327773	9464	0	9464	9464	True	54	merged_c1	1
1057	01307060-1e91-4dcc-b9f9-7d038919f130	chr16	36315393	36324613	16009	0	16009	16009	False	41	merged_c1	1
1058	9c875c13-9f7d-4595-8cba-5260faadb8f0	chr16	36315935	36326196	11227	0	11227	11227	False	31	merged_c1	1
1059	fb615db4-efae-44c5-9ff1-def51714bf6b	chr16	36316080	36317131	1101	0	1101	1101	True	39	merged_c1	1
1060	fd80ebf8-5669-4529-8fcd-5c45321ec971	chr16	36317972	36326071	8263	0	8263	8263	True	41	merged_c1	1
1061	876b9c91-9a85-4a4d-af37-8063de537619	chr16	36319174	36330114	14299	0	14299	14299	False	26	merged_c1	1
1062	846137a6-1000-4fcd-a92d-14c8ed4dcadf	chr16	36319418	36326537	9507	0	9507	9507	True	55	merged_c1	1
1063	2737302f-8849-4a69-ab1b-3ff521ab2f3f	chr16	36331932	36332449	553	0	553	553	False	39	merged_c1	1
1064	2185f64c-6939-409c-873a-4b0b6bc1a8b9	chr16	36334562	36337565	7807	0	7807	7807	False	60	merged_c1	1
1065	c56962e9-67e1-48c4-bdde-081e56327720	chr16	36334562	36337565	4788	0	4788	4788	True	60	merged_c1	1
1066	1c2b9c2a-c439-4b63-abe3-9ff6910bb7fa	chr16	36334562	36335792	1234	0	1234	1234	True	60	merged_c1	1
1067	0aaec855-a1f3-4d9e-91b2-4bd0012b4bca	chr16	36336251	36337452	2088	0	2088	2088	True	60	merged_c1	1
1068	5c8dd8de-5b91-4b77-8447-8b959c4e86fc	chr16	36347454	36358546	16721	0	16721	16721	True	21	merged_c1	1
1069	a95b6e4f-04d8-4828-baf3-b20ee7440231	chr16	36350044	36366083	30482	0	30482	30482	False	35	merged_c1	1
1070	abdbbd7d-538d-40a8-8188-26b8bcb237b4	chr16	36372629	36389485	26834	0	26834	26834	False	60	merged_c1	1
1071	60fd014d-d94d-414b-9f55-ba9d3d616dd1	chr16	36456409	36471083	20141	0	20141	20141	True	21	merged_c1	1
1072	84622fee-5894-4f79-8ffb-d2d5383d2c6a	chr16	36505034	36511344	6306	0	6306	6306	True	20	merged_c1	1
1073	00c5003c-8eff-4b4e-9d07-8967c3ceb1ab	chr16	36505505	36518900	13376	0	13376	13376	False	20	merged_c1	1
1074	ff0fe63e-7de6-4f6b-9d7c-8554e7f9433d	chr16	36509700	36523978	17386	0	17386	17386	True	54	merged_c1	1
1075	a519053f-c76f-44b2-b7d6-cac4dc8dc54b	chr16	36510455	36517417	6955	0	6955	6955	False	20	merged_c1	1
1076	136215b8-1885-4111-bd6b-4851679c7d91	chr16	36512622	36518232	5292	0	5292	5292	False	28	merged_c1	1
1077	9f109d04-4a13-40cc-b4eb-78c6abd9ca36	chr16	36512639	36524404	11112	0	11112	11112	True	20	merged_c1	1
1078	0295c056-37b9-4c9c-ab91-77b7f2aca594	chr16	36512647	36520795	7795	0	7795	7795	False	26	merged_c1	1
1079	bd7aea28-5ba7-4df2-adfc-3e0ba129e11e	chr16	36512647	36520795	7828	0	7828	7828	True	26	merged_c1	1
1080	d588944c-3610-49f8-b145-977eb2c94a9f	chr16	36512767	36520073	7001	0	7001	7001	True	28	merged_c1	1
1081	84a6dcd4-f868-4f5b-9b89-961b0919f75b	chr16	36512979	36521621	8291	0	8291	8291	True	28	merged_c1	1
1082	c564c7a7-84d2-487a-8fd8-3f499fb4f1fe	chr16	36513153	36526046	12236	0	12236	12236	True	22	merged_c1	1
1083	5f79bd2e-d5a5-449e-a5ed-6b09a805ad1f	chr16	36514070	36519458	5386	0	5386	5386	False	30	merged_c1	1
1084	2c192587-b1db-4cea-a811-9430841da439	chr16	36515466	36519737	4277	0	4277	4277	True	21	merged_c1	1
1085	db651d4c-28d6-4afa-904c-91040229bae9	chr16	36540880	36551761	19789	0	19789	19789	False	37	merged_c1	1
1086	fb44f35b-4343-4fda-85a5-9f448da91cee	chr16	36544024	36555417	18992	0	18992	18992	True	27	merged_c1	1
1087	2650722d-f4c2-488e-9562-c0137e8486a0	chr16	36546653	36568482	38881	0	32768	32768	False	32	merged_c1	1
1088	2650722d-f4c2-488e-9562-c0137e8486a0	chr16	36546653	36568482	38881	6113	38881	32768	False	32	merged_c1	1
1089	2650722d-f4c2-488e-9562-c0137e8486a0	chr16	36546653	36568482	38881	16384	38881	22497	False	32	merged_c1	1
1090	2650722d-f4c2-488e-9562-c0137e8486a0	chr16	36546653	36568482	38881	32768	38881	6113	False	32	merged_c1	1
1091	f321574b-e491-493f-98ce-b949f92e6eec	chr16	36549460	36555606	10688	0	10688	10688	False	60	merged_c1	1
1092	85d22bc2-f6d4-4ffd-b194-175b751469a7	chr16	36556523	36563455	11154	0	11154	11154	False	29	merged_c1	1
1093	fd9e83da-54c6-49c1-aa88-03d183740091	chr16	36558847	36567799	16138	0	16138	16138	True	36	merged_c1	1
1094	58dd041a-be32-4ace-a7d3-93c0587079e3	chr16	36610915	36626068	31109	0	31109	31109	False	23	merged_c1	1
1095	fa4aad99-55aa-4d1c-b93b-b9ae34edc2a6	chr16	36672035	36681162	30905	0	30905	30905	True	20	merged_c1	1
1096	54c62180-4ed6-4d8c-8713-260a47adb961	chr16	36696265	36711064	20588	0	20588	20588	True	25	merged_c1	1
1097	d3a4df06-d80f-4c7a-929f-323c9351f0e6	chr16	36710691	36718579	27006	0	27006	27006	False	36	merged_c1	1
1098	37243e83-7d1e-4c69-bf75-6b7f7f4a7b2b	chr16	36712211	36718979	42665	0	32768	32768	False	36	merged_c1	1
1099	37243e83-7d1e-4c69-bf75-6b7f7f4a7b2b	chr16	36712211	36718979	42665	9897	42665	32768	False	36	merged_c1	1
1100	37243e83-7d1e-4c69-bf75-6b7f7f4a7b2b	chr16	36712211	36718979	42665	16384	42665	26281	False	36	merged_c1	1
1101	37243e83-7d1e-4c69-bf75-6b7f7f4a7b2b	chr16	36712211	36718979	42665	32768	42665	9897	False	36	merged_c1	1
1102	96ed3f53-6600-400d-9d7a-eeb6f3127bc4	chr16	36712249	36718979	41868	0	32768	32768	False	41	merged_c1	1
1103	96ed3f53-6600-400d-9d7a-eeb6f3127bc4	chr16	36712249	36718979	41868	9100	41868	32768	False	41	merged_c1	1
1104	96ed3f53-6600-400d-9d7a-eeb6f3127bc4	chr16	36712249	36718979	41868	16384	41868	25484	False	41	merged_c1	1
1105	96ed3f53-6600-400d-9d7a-eeb6f3127bc4	chr16	36712249	36718979	41868	32768	41868	9100	False	41	merged_c1	1
1106	874c0c7f-0725-4f48-9b15-e480084533fd	chr16	36712252	36721195	42247	0	32768	32768	False	27	merged_c1	1
1107	874c0c7f-0725-4f48-9b15-e480084533fd	chr16	36712252	36721195	42247	9479	42247	32768	False	27	merged_c1	1
1108	874c0c7f-0725-4f48-9b15-e480084533fd	chr16	36712252	36721195	42247	16384	42247	25863	False	27	merged_c1	1
1109	874c0c7f-0725-4f48-9b15-e480084533fd	chr16	36712252	36721195	42247	32768	42247	9479	False	27	merged_c1	1
1110	5abaf67b-e131-4727-a9a5-628e2a1a4e84	chr16	36754876	36765918	21483	0	21483	21483	False	45	merged_c1	1
1111	3c067577-377c-4d25-bd12-4b1b58bb47f4	chr16	36768377	36768514	138	0	138	138	False	46	merged_c1	1
1112	ce211cb6-e165-4250-9843-aff4cf565253	chr16	36780392	36787535	7163	0	7163	7163	False	20	merged_c1	1
1113	d15f5b11-adad-4d64-8674-0a421bc3b1cf	chr16	36780953	36786372	5449	0	5449	5449	True	20	merged_c1	1
1114	00e300d6-7ba9-4a9f-99c9-3433e20cc7d9	chr16	36781178	36787502	6348	0	6348	6348	False	21	merged_c1	1
1115	7acf1f70-1c4e-42a9-a6db-1a64b78b4a1e	chr16	36782081	36790471	18297	0	18297	18297	True	21	merged_c1	1
1116	77f938e1-d27c-4333-822b-fb7e755e61f0	chr16	36782454	36787454	5008	0	5008	5008	False	21	merged_c1	1
1117	c7edb239-cc2e-48d2-a8f4-c8181506ae41	chr16	36782541	36790333	15030	0	15030	15030	True	28	merged_c1	1
1118	6268466b-7a44-46d5-ba38-47639359ca83	chr16	36784734	36785846	1146	0	1146	1146	False	25	merged_c1	1
1119	3e87c516-ccff-4888-8745-c694741e2664	chr16	36792798	36799507	13321	0	13321	13321	True	31	merged_c1	1
1120	4194c677-8d94-4ce0-b0e2-4236717fd265	chr16	36796533	36808682	17262	0	17262	17262	True	22	merged_c1	1
1121	6e9da30a-e91d-4ff6-a539-868868b20acd	chr16	36847447	36858130	23247	0	23247	23247	True	37	merged_c1	1
1122	806a8c83-a994-4477-9882-20db673e6cdd	chr16	36890477	36900918	14371	0	14371	14371	False	41	merged_c1	1
1123	cf07868f-8d6b-4c0d-b1fd-7b5ef87f35af	chr16	36902107	36913433	10354	0	10354	10354	True	32	merged_c1	1
1124	cb50dc68-808d-4098-8c92-6ef16684d2b5	chr16	36902605	36911864	8282	0	8282	8282	True	33	merged_c1	1
1125	57ac2de0-e263-4d82-bd2c-78ad5b44f5e2	chr16	36902728	36909434	24489	0	24489	24489	False	41	merged_c1	1
1126	ca9b05be-baa5-4570-a70a-219d0f2d7dad	chr16	36902796	36909434	19907	0	19907	19907	False	20	merged_c1	1
1127	d7093853-61fb-4127-b3cd-3bc7c690f799	chr16	36903416	36917844	13747	0	13747	13747	False	26	merged_c1	1
1128	304688e4-5aad-4a39-b6eb-a0d8dc6efa43	chr16	36903559	36909370	11412	0	11412	11412	True	60	merged_c1	1
1129	ff6f47b4-8688-4ff2-a9dd-ffa92fe860f9	chr16	36904121	36912862	7725	0	7725	7725	False	29	merged_c1	1
1130	4f431950-e6e3-4ad2-bf3c-6044a58be36b	chr16	36904218	36909465	5072	0	5072	5072	False	44	merged_c1	1
1131	c2cafb30-fa32-4666-8539-66f12bc350e8	chr16	36904395	36910686	5317	0	5317	5317	False	32	merged_c1	1
1132	294274ef-dbdb-4437-894d-103e28fdc5c2	chr16	36904692	36912210	6546	0	6546	6546	True	31	merged_c1	1
1133	80fb6344-e3ce-46b5-926e-6481390dca8b	chr16	36905645	36910171	4198	0	4198	4198	False	49	merged_c1	1
1134	b1bc7373-3927-40d6-adec-69fb8242c6f6	chr16	36905859	36910763	4258	0	4258	4258	False	50	merged_c1	1
1135	20c9894f-c255-41f2-9f62-82694b21411f	chr16	36906423	36911580	4869	0	4869	4869	True	37	merged_c1	1
1136	94ddefb8-8fac-436b-b659-9beae241205c	chr16	36907518	36912337	4570	0	4570	4570	False	22	merged_c1	1
1137	5baced2e-0a2d-48c2-8a8e-a3ab6a751606	chr16	36907617	36912512	11160	0	11160	11160	True	29	merged_c1	1
1138	cd7912c5-d653-4a08-9595-e9fa96ea3eb8	chr16	36907831	36911317	3149	0	3149	3149	False	41	merged_c1	1
1139	ac4f5855-5de9-4d8f-bbbc-4891779b588c	chr16	36908271	36923728	18428	0	18428	18428	True	27	merged_c1	1
1140	2082e879-b92b-4686-8db7-9f08d79d6ae1	chr16	36908717	36909326	612	0	612	612	False	60	merged_c1	1
1141	86dac9db-0379-4e33-a25c-6671d781bed4	chr16	36908993	36909244	289	0	289	289	True	60	merged_c1	1
1142	bea56c41-c425-418b-80c1-d3f897d73376	chr16	36909055	36909547	497	0	497	497	False	60	merged_c1	1
1143	d71f17f4-c37b-47df-8d1b-4f5d0d4a9787	chr16	36920163	36931391	18378	0	18378	18378	False	27	merged_c1	1
1144	77ecce1f-16fc-4143-b4ed-72d69167a579	chr16	37038315	37051887	25140	0	25140	25140	False	36	merged_c1	1
1145	d9f09a86-5274-4e4a-be77-29fc68b3e3cb	chr16	37076599	37090530	25367	0	25367	25367	False	47	merged_c1	1
1146	92f59135-4055-455c-93be-1d6308cc2d3a	chr16	37080704	37091897	25890	0	25890	25890	True	37	merged_c1	1
1147	97f9c56a-308f-4e8c-96d2-9d5d40ef2e8b	chr16	37104431	37104612	215	0	215	215	True	60	merged_c1	1
1148	4b4c41dc-f38f-4fc3-91bb-c1ba445770c6	chr16	37193956	37202081	18110	0	18110	18110	True	22	merged_c1	1
1149	8b4f73eb-09a7-4e14-b049-e5b3a276a4bb	chr16	37196168	37203847	11445	0	11445	11445	True	40	merged_c1	1
1150	adb2f80a-7daa-4a08-bf46-0cca42ea269c	chr16	37196432	37202661	11115	0	11115	11115	True	24	merged_c1	1
1151	92d7667f-effc-43ff-bab0-bad9e563ce71	chr16	37196658	37202341	10869	0	10869	10869	True	41	merged_c1	1
1152	8c59b93c-31a7-4fed-9dc3-48a47dd2748a	chr16	37236082	37245620	16065	0	16065	16065	False	56	merged_c1	1
1153	19c53c96-336f-46a1-b9f8-a584f41c9699	chr16	37238444	37253705	22009	0	22009	22009	False	52	merged_c1	1
1154	bb700a46-bf3a-41b2-b650-269c66a460e7	chr16	37297332	37303352	10832	0	10832	10832	False	30	merged_c1	1
1155	cfcb2898-b0fc-4bf7-ac50-e8f1d02746e1	chr16	37309159	37318825	24192	0	24192	24192	False	32	merged_c1	1
1156	098682a8-66dc-4307-bd13-3b8866612648	chr16	37327560	37331072	3523	0	3523	3523	True	20	merged_c1	1
1157	923a7659-f2a8-4773-8326-136ec1151802	chr16	37340851	37354008	20321	0	20321	20321	True	60	merged_c1	1
1158	2484b5f6-6b94-484d-badd-ea4946950634	chr16	37430436	37453911	30348	0	30348	30348	False	36	merged_c1	1
1159	79891221-98a9-4b73-b66a-7e394ae28123	chr16	37526942	37540710	33025	0	32768	32768	True	40	merged_c1	1
1160	79891221-98a9-4b73-b66a-7e394ae28123	chr16	37526942	37540710	33025	257	33025	32768	True	40	merged_c1	1
1161	79891221-98a9-4b73-b66a-7e394ae28123	chr16	37526942	37540710	33025	16384	33025	16641	True	40	merged_c1	1
1162	79891221-98a9-4b73-b66a-7e394ae28123	chr16	37526942	37540710	33025	32768	33025	257	True	40	merged_c1	1
1163	e39c32b8-023b-47c3-b5e3-9ecf15b21a03	chr16	37528297	37543673	42415	0	32768	32768	True	34	merged_c1	1
1164	e39c32b8-023b-47c3-b5e3-9ecf15b21a03	chr16	37528297	37543673	42415	9647	42415	32768	True	34	merged_c1	1
1165	e39c32b8-023b-47c3-b5e3-9ecf15b21a03	chr16	37528297	37543673	42415	16384	42415	26031	True	34	merged_c1	1
1166	e39c32b8-023b-47c3-b5e3-9ecf15b21a03	chr16	37528297	37543673	42415	32768	42415	9647	True	34	merged_c1	1
1167	814f1b1a-715b-405d-8af2-9bfd577d5cd8	chr16	37586892	37599548	22502	0	22502	22502	False	60	merged_c1	1
1168	a39a2e3f-7e5a-4c73-b1bb-7fc2f205d0f6	chr16	37614136	37626823	20297	0	20297	20297	True	48	merged_c1	1
1169	f036a3fa-abf1-4291-b604-ba525f6a6828	chr16	37615621	37639078	60481	0	32768	32768	False	60	merged_c1	1
1170	f036a3fa-abf1-4291-b604-ba525f6a6828	chr16	37615621	37639078	60481	16384	49152	32768	False	60	merged_c1	1
1171	f036a3fa-abf1-4291-b604-ba525f6a6828	chr16	37615621	37639078	60481	27713	60481	32768	False	60	merged_c1	1
1172	f036a3fa-abf1-4291-b604-ba525f6a6828	chr16	37615621	37639078	60481	32768	60481	27713	False	60	merged_c1	1
1173	f036a3fa-abf1-4291-b604-ba525f6a6828	chr16	37615621	37639078	60481	49152	60481	11329	False	60	merged_c1	1
1174	734c7478-89be-4c92-9cba-de0a3f087fd0	chr16	37634767	37645390	15567	0	15567	15567	True	22	merged_c1	1
1175	607d3540-e81f-4768-ac57-3e4c05d06a66	chr16	37720124	37729836	26026	0	26026	26026	True	23	merged_c1	1
1176	4fe6ceb2-ffff-41fc-a741-9ca1142bfa12	chr16	37722034	37729836	18539	0	18539	18539	True	53	merged_c1	1
1177	d2472b93-7438-47bc-8723-c78af92f7f15	chr16	37722351	37729836	14361	0	14361	14361	True	32	merged_c1	1
1178	28e28ced-5c43-41f0-8292-18cc460b6fe8	chr16	37723023	37726662	3687	0	3687	3687	True	42	merged_c1	1
1179	9ae35c39-1b20-4aa3-b52c-b32a3d016dd5	chr16	37723172	37729442	15314	0	15314	15314	False	60	merged_c1	1
1180	fb6b3db3-2ff7-4037-b060-67e158250a80	chr16	37723311	37727065	3807	0	3807	3807	False	52	merged_c1	1
1181	c261fa8e-4df0-4448-bf37-0b4c12293e16	chr16	37724150	37728120	4015	0	4015	4015	False	20	merged_c1	1
1182	4ec4ab99-2312-4a02-b007-7730203f4bd8	chr16	37724240	37728176	3948	0	3948	3948	False	40	merged_c1	1
1183	f6972af3-8f93-421d-ab77-2622c48bcb2e	chr16	37724753	37728949	4235	0	4235	4235	True	34	merged_c1	1
1184	381dc249-d3ae-4b2e-a4f3-ad93b5591ca7	chr16	37724888	37726769	1874	0	1874	1874	False	60	merged_c1	1
1185	f2b2458f-c4af-417e-8acf-eb2570c1ae9b	chr16	37724893	37727847	2956	0	2956	2956	False	39	merged_c1	1
1186	06660ff8-aced-4fe5-8aaa-183beacaa0a9	chr16	37725035	37732201	7214	0	7214	7214	True	21	merged_c1	1
1187	f5e1a9ce-7849-40b7-86df-7f25bdab2731	chr16	37725177	37732762	7590	0	7590	7590	False	20	merged_c1	1
1188	db72b6d7-09df-4782-b3a9-bd96ca3ec855	chr16	37725235	37732304	7115	0	7115	7115	False	27	merged_c1	1
1189	b7877f96-80cd-44ca-b0da-90fc43f969a6	chr16	37725307	37732104	29719	0	29719	29719	True	45	merged_c1	1
1190	9457e053-ed79-49d4-96ff-61e7b71e5671	chr16	37725399	37730048	4696	0	4696	4696	True	26	merged_c1	1
1191	795f1624-ab1d-416c-afbd-1781bc7d0be2	chr16	37725407	37730605	21085	0	21085	21085	False	60	merged_c1	1
1192	9aa63c5c-7eec-4139-a247-8cb27588eb0a	chr16	37725407	37734873	15640	0	15640	15640	False	27	merged_c1	1
1193	2a869862-3d53-416b-908b-16926d24f33e	chr16	37725407	37734350	36662	0	32768	32768	True	51	merged_c1	1
1194	2a869862-3d53-416b-908b-16926d24f33e	chr16	37725407	37734350	36662	3894	36662	32768	True	51	merged_c1	1
1195	2a869862-3d53-416b-908b-16926d24f33e	chr16	37725407	37734350	36662	16384	36662	20278	True	51	merged_c1	1
1196	2a869862-3d53-416b-908b-16926d24f33e	chr16	37725407	37734350	36662	32768	36662	3894	True	51	merged_c1	1
1197	2f37c058-2729-4cd0-a896-14797773322d	chr16	37725551	37729472	3913	0	3913	3913	False	43	merged_c1	1
1198	3fc6d6d6-fcf9-4180-93b0-1044909b3fce	chr16	37725876	37729398	12969	0	12969	12969	False	21	merged_c1	1
1199	793b26d3-258e-464e-a2b9-ec5da0011c0b	chr16	37728661	37730122	1486	0	1486	1486	True	30	merged_c1	1
1200	d350a4a3-b399-47b1-bd58-524102c4a8ca	chr16	37741513	37759701	23609	0	23609	23609	False	20	merged_c1	1
1201	5f673e17-d09b-4cee-beaa-4b0c1ba14761	chr16	37786252	37800556	35720	0	32768	32768	False	39	merged_c1	1
1202	5f673e17-d09b-4cee-beaa-4b0c1ba14761	chr16	37786252	37800556	35720	2952	35720	32768	False	39	merged_c1	1
1203	5f673e17-d09b-4cee-beaa-4b0c1ba14761	chr16	37786252	37800556	35720	16384	35720	19336	False	39	merged_c1	1
1204	5f673e17-d09b-4cee-beaa-4b0c1ba14761	chr16	37786252	37800556	35720	32768	35720	2952	False	39	merged_c1	1
1205	5437499c-b850-4735-8fcc-b458ac5dc472	chr16	37805382	37815578	15577	0	15577	15577	False	25	merged_c1	1
1206	aab1cc15-6726-41e3-acb9-7199a7fe9c6d	chr16	37864387	37880216	46585	0	32768	32768	True	20	merged_c1	1
1207	aab1cc15-6726-41e3-acb9-7199a7fe9c6d	chr16	37864387	37880216	46585	13817	46585	32768	True	20	merged_c1	1
